WUSTLID,emote,treatd,lovec,auth,purity,attchecka,weak,unfair,betray,conform,disgust,compat,treatf,proudc,authc,nodisgust,attcheckb,hurt,justice,loyalf,roles,notnat,demfeel,repfeel,libfeel,consfeel,pid3,ideo7
993293,5,5,5,4,5,3,5,5,5,4,5,5,6,6,6,6,6,6,6,4,6,6,3,9,3,9,2,6
993294,3,3,3,4,4,2,3,4,4,3,3,4,4,5,5,5,5,5,4,5,3,5,4,4,4,4,2,5
993295,1,2,2,2,3,1,3,4,2,1,3,2,3,6,6,5,5,6,6,1,4,6,0,9,0,8,2,7
993296,5,5,5,4,4,1,5,4,4,2,2,6,6,5,6,6,6,6,6,5,6,5,5,5,5,5,3,4
993297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993298,4,5,3,4,3,1,4,5,3,3,3,5,6,6,4,4,6,5,6,5,4,3,8,8,8,7,3,3
993299,3,3,3,3,3,3,3,3,3,3,3,5,5,4,5,4,6,6,6,4,3,4,5,5,5,5,3,NA
993302,4,5,5,5,5,1,5,5,4,3,5,6,6,5,6,5,6,6,6,5,6,5,8,4,10,2,3,4
993303,3,3,1,3,3,1,3,4,4,1,2,4,1,3,5,3,6,6,1,4,4,5,1,7,1,6,3,6
993304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993305,5,4,4,5,5,1,3,4,3,2,2,5,4,5,6,4,5,5,4,4,3,3,0,10,0,9,2,6
993306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993307,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,4,3,3,2
993308,5,5,2,4,5,3,4,5,4,2,4,5,5,5,4,4,6,5,5,3,4,2,7,4,7,2,1,3
993309,4,3,3,5,5,1,3,3,3,2,2,6,6,6,5,6,6,6,6,3,5,5,6,4,6,5,1,3
993310,3,4,4,4,4,3,4,4,4,3,4,6,6,5,6,6,6,6,6,5,1,6,7,2,5,10,3,3
993312,5,4,3,4,4,1,5,4,4,3,4,5,4,5,6,4,6,6,6,3,3,4,10,5,9,4,1,1
993314,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993315,5,5,5,5,5,1,4,5,5,1,2,NA,NA,5,6,NA,6,4,4,4,2,4,4,7,3,6,3,3
993316,3,5,2,2,3,1,4,5,3,2,4,4,6,5,4,4,6,5,5,4,2,1,9,4,9,4,1,3
993317,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993318,5,5,1,3,5,1,5,2,3,1,2,5,5,4,6,3,6,6,4,5,4,3,5,4,5,4,1,2
993320,5,5,4,5,5,1,5,5,4,4,4,5,3,6,6,4,6,4,4,2,4,4,6,6,4,8,2,5
993322,4,4,3,5,5,1,3,4,5,3,3,4,4,4,4,2,5,5,5,5,3,5,5,3,3,3,1,NA
993323,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993325,2,3,2,4,4,2,2,3,4,2,2,4,1,4,4,4,4,3,4,4,4,3,1,5,0,5,3,7
993326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993327,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993328,4,4,4,4,4,1,5,4,4,4,4,6,5,6,6,5,6,6,5,3,5,5,5,7,5,7,NA,6
993329,2,2,2,2,2,1,3,3,3,2,2,3,4,6,3,4,5,5,5,4,3,3,5,5,5,5,3,4
993331,1,4,3,5,4,1,3,5,1,4,4,4,4,5,6,6,6,4,6,4,4,5,4,6,0,7,2,6
993332,1,1,5,5,5,4,5,4,5,3,2,6,6,6,6,1,4,4,5,6,3,3,5,8,5,5,2,4
993333,4,4,3,4,3,2,3,3,4,4,4,5,5,5,6,3,6,6,6,6,5,3,5,5,5,5,1,4
993335,4,4,5,5,5,3,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,7,0,5,5,1,4
993336,5,5,5,5,5,1,5,5,5,2,1,6,6,2,6,6,6,6,6,5,4,6,6,4,5,5,1,NA
993337,4,4,4,4,5,2,4,4,4,2,4,4,4,5,6,5,6,4,5,1,6,5,3,7,3,8,2,6
993338,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993339,5,5,5,5,5,1,5,5,5,5,5,5,5,6,5,5,6,5,5,6,3,4,8,5,8,5,1,4
993340,4,5,4,2,3,1,5,5,3,4,2,6,6,6,5,3,6,4,5,4,1,1,7,2,9,4,1,2
993341,4,4,4,4,4,4,4,4,4,4,4,4,5,4,6,6,5,6,5,5,5,5,7,2,7,3,1,3
993342,5,4,4,NA,NA,NA,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,NA,10,10,10,10,1,4
993345,4,4,4,5,5,3,4,4,4,5,5,1,2,1,2,3,1,2,3,1,2,3,5,5,5,10,1,1
993346,4,4,2,3,1,1,4,5,2,1,1,4,4,6,6,4,6,6,6,3,4,2,8,3,7,3,1,3
993347,1,4,3,2,2,1,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,NA
993349,5,5,5,5,5,2,5,5,5,3,5,5,6,6,6,6,6,6,6,2,4,4,1,6,2,4,3,5
993350,4,5,4,5,4,2,5,4,3,4,5,5,6,5,6,6,6,5,5,6,5,5,5,5,6,5,1,5
993351,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993352,5,5,5,5,5,1,5,5,5,4,5,5,5,4,6,4,6,6,4,5,5,3,6,4,5,4,1,3
993353,5,5,5,5,5,3,5,5,5,4,5,4,6,5,6,3,6,6,5,5,6,6,4,9,5,6,2,5
993354,5,5,3,3,4,2,4,4,4,3,3,4,4,3,3,4,5,6,5,5,3,4,10,2,10,2,1,2
993355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993356,4,5,3,4,5,3,3,5,4,3,4,5,6,5,5,6,6,5,4,4,3,4,6,6,6,6,2,4
993357,3,3,3,2,5,1,5,5,4,1,3,6,6,5,4,1,6,6,5,5,2,2,8,8,8,8,3,2
993358,3,3,4,5,5,4,4,4,4,3,4,6,6,5,6,6,6,6,6,5,5,5,8,5,5,5,1,4
993359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
993360,3,4,5,5,3,1,4,4,4,2,3,4,3,6,4,4,NA,6,NA,NA,1,4,NA,NA,NA,NA,1,5
993361,1,5,5,5,5,1,3,5,5,4,5,6,6,6,6,6,6,5,1,5,6,4,3,7,1,8,2,6
993362,4,3,3,NA,4,1,2,5,4,2,4,5,5,6,6,5,6,4,6,5,5,3,7,3,7,3,1,2
993363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993364,5,1,4,5,5,1,5,5,5,4,5,1,1,3,6,1,6,4,6,4,6,4,9,0,5,5,1,2
993365,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993366,4,4,4,4,4,1,4,5,5,4,4,4,6,5,6,5,6,6,5,3,4,4,5,5,5,5,1,5
993367,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993369,3,4,2,2,4,3,4,5,5,2,3,6,5,5,5,3,6,2,6,2,4,2,8,2,7,1,1,3
993370,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993371,4,4,1,1,1,3,5,5,2,2,2,5,2,2,4,1,6,4,2,4,2,1,10,0,10,1,1,2
993372,2,4,3,4,2,1,2,4,3,2,1,3,2,6,5,1,6,4,3,4,4,2,1,8,2,7,2,6
993373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993774,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993775,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993776,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993778,4,5,3,3,4,1,5,5,4,2,4,5,6,4,5,4,5,3,4,2,1,1,9,4,8,3,1,2
993779,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,4,5,3,5,4,5,3,5,5,5,6,3,NA
993780,5,5,5,5,5,1,5,5,5,1,5,5,5,2,5,5,5,3,3,4,5,5,7,3,5,2,1,2
993781,4,5,5,5,5,4,4,5,5,5,5,5,5,6,6,6,6,6,5,4,5,5,0,9,0,9,2,6
993783,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993784,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993785,5,5,5,4,5,3,4,4,5,2,4,5,5,4,5,5,6,4,5,4,4,2,10,2,7,4,1,3
993786,4,4,4,3,5,3,4,5,5,2,4,5,1,5,6,4,5,1,4,6,6,2,3,8,0,8,2,6
993787,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993789,3,4,2,3,3,1,2,4,4,3,2,4,2,3,5,1,5,5,4,5,4,4,3,2,3,3,NA,3
993790,5,5,5,5,NA,3,5,5,5,3,5,6,6,6,6,6,6,6,6,3,5,3,2,10,0,10,2,7
993791,3,3,3,3,4,3,3,3,4,3,4,4,5,5,5,5,6,4,4,3,5,5,4,6,4,5,2,6
993792,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993793,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993794,1,1,1,5,5,2,4,4,4,4,5,6,6,6,6,6,6,6,6,6,5,6,7,4,7,7,3,6
993796,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993797,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993798,5,5,3,4,5,1,5,5,2,1,5,6,5,5,5,3,6,6,4,3,4,1,5,5,5,5,3,1
993799,3,5,2,3,5,1,4,5,4,2,1,4,6,2,6,3,6,4,4,4,1,1,10,0,5,2,1,2
993800,2,5,2,5,5,1,4,4,4,1,4,4,3,6,6,4,6,5,6,4,1,3,5,5,3,5,3,5
993804,5,5,NA,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,10,0,0,5,1,2
993806,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993807,4,4,3,5,5,2,3,4,5,3,5,5,5,5,6,6,6,3,4,2,5,5,2,9,0,9,2,7
994536,5,5,5,5,5,1,5,5,4,3,4,5,5,2,6,6,3,6,6,6,4,3,6,4,5,5,1,NA
994537,4,4,4,5,5,2,5,5,3,4,5,6,5,5,6,6,6,6,6,4,4,5,5,3,5,4,3,4
994538,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994540,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994541,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994542,5,5,1,3,3,3,2,2,2,3,3,4,4,6,6,6,4,4,NA,1,1,1,10,0,0,5,1,6
994544,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994545,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994546,5,5,4,4,4,1,5,5,4,2,4,6,6,2,6,5,6,4,4,5,4,4,9,4,7,4,1,2
994547,5,5,5,5,5,2,3,5,5,4,4,1,1,NA,1,1,1,5,2,3,5,5,7,4,8,5,1,2
994548,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994549,5,5,5,5,5,3,5,5,5,3,5,6,6,2,6,6,6,5,5,4,5,6,9,6,8,4,1,3
994550,2,4,5,5,5,2,5,5,4,4,5,5,5,5,6,6,6,6,6,6,5,5,4,8,3,7,2,5
994551,5,5,5,5,5,1,5,5,5,5,5,6,6,5,6,6,6,6,6,6,1,5,7,7,8,10,3,4
994552,5,4,4,4,5,4,5,5,5,5,5,5,1,1,6,6,6,6,6,3,3,3,7,0,3,NA,1,4
994553,4,4,4,4,4,3,4,4,NA,4,4,5,6,6,6,6,6,6,6,6,5,5,5,6,3,6,2,5
994554,2,5,5,4,5,1,4,4,4,2,3,NA,NA,4,5,5,5,6,5,5,4,4,5,5,5,5,NA,NA
994560,5,5,5,5,5,1,5,5,1,1,5,6,6,6,6,5,6,4,6,5,3,6,0,5,3,7,3,6
994561,5,1,3,5,5,1,4,5,4,5,4,2,5,6,6,5,6,6,5,5,6,5,0,9,0,9,2,6
994562,2,2,1,2,4,1,3,4,4,2,NA,3,5,5,5,2,6,4,4,4,3,4,1,NA,1,0,3,2
994563,4,4,4,5,4,1,5,5,3,3,5,6,4,6,6,4,6,6,6,1,5,5,7,3,6,2,3,3
994564,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,6,6,6,6,5,5,6,3,10,5,5,2,4
994565,5,5,3,3,3,2,5,4,4,1,2,5,6,5,5,6,6,6,3,6,5,3,8,0,8,3,1,2
994566,3,5,1,2,1,4,4,4,1,1,2,4,4,3,3,1,6,3,4,2,2,1,7,3,7,6,1,2
994567,5,5,5,5,5,1,5,5,5,3,3,4,5,5,6,3,6,6,5,6,5,4,1,8,3,7,2,5
994568,5,4,4,5,4,2,4,4,4,4,5,4,4,6,6,6,6,6,6,4,3,4,5,6,5,6,2,4
994569,1,5,4,5,5,1,5,5,5,2,5,6,6,4,6,4,6,3,6,4,4,3,8,1,9,6,1,2
994570,3,2,4,4,4,4,3,3,3,4,3,2,2,6,5,4,5,4,4,2,5,4,4,6,2,8,2,6
994571,3,5,5,5,5,3,5,4,5,3,5,6,6,6,6,6,6,1,4,1,6,6,5,9,3,6,2,6
994572,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994573,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994574,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994575,5,5,5,5,5,3,5,5,5,5,5,2,1,2,1,2,NA,NA,NA,2,2,2,10,5,5,5,1,NA
994576,5,4,5,5,5,4,4,4,5,4,5,4,5,5,5,6,6,6,6,4,4,6,9,9,8,10,2,6
994577,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994578,5,5,5,3,4,2,5,5,4,4,5,6,6,5,5,6,6,5,5,4,5,2,5,5,6,5,1,2
994579,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994580,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994581,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994582,NA,5,5,5,5,2,4,5,5,4,5,6,6,NA,NA,NA,6,6,6,5,6,6,3,8,2,10,2,6
994584,5,5,5,4,4,4,NA,NA,NA,4,4,6,6,6,6,6,6,5,5,6,6,4,5,5,5,5,1,4
994585,5,5,5,5,5,1,5,5,4,2,5,4,6,1,5,6,6,6,6,5,1,6,10,0,7,5,1,NA
994586,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994587,5,5,3,4,4,3,5,5,3,3,3,5,4,5,5,4,6,4,5,2,1,3,6,3,5,3,3,1
994588,3,3,4,5,5,4,3,5,5,4,5,4,4,6,6,4,6,5,5,1,1,1,0,10,5,5,3,5
994589,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994590,5,5,4,5,5,1,5,5,3,2,3,5,4,6,6,4,6,6,6,2,2,2,5,6,6,4,3,3
994591,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994592,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994593,4,4,4,4,4,5,4,4,4,3,4,5,5,5,5,5,4,4,4,3,3,3,0,5,5,5,2,3
994594,5,3,5,4,4,4,5,5,3,4,2,5,3,5,6,2,6,2,5,1,2,4,2,4,2,5,3,6
994595,3,2,2,4,4,2,5,5,5,3,3,6,6,6,4,2,6,4,6,2,2,3,9,4,5,4,1,4
994596,4,3,4,5,5,1,4,3,4,3,4,5,3,5,6,6,6,5,5,5,5,6,3,7,1,8,2,6
994597,2,3,1,2,4,1,4,4,4,2,5,6,4,6,4,6,6,5,5,2,2,2,8,3,8,2,1,2
994598,2,2,4,4,4,3,4,4,4,4,4,4,4,5,6,5,6,5,5,5,4,4,5,5,5,5,3,NA
994599,2,2,2,2,4,1,1,2,1,1,1,5,5,6,6,5,6,6,5,5,5,5,5,5,8,8,2,6
994600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994601,5,5,3,5,4,2,4,4,5,3,3,3,4,6,4,5,6,6,6,6,5,2,10,6,10,10,1,NA
994602,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994603,5,5,4,4,5,3,5,5,5,4,4,6,6,5,5,5,4,4,5,4,5,2,10,4,9,3,1,2
994604,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994605,4,4,3,NA,NA,NA,3,3,4,2,2,4,2,5,5,4,6,4,5,3,4,4,2,7,1,8,2,5
994880,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994882,3,5,3,5,5,1,5,5,5,2,3,6,6,4,5,5,6,6,6,2,1,2,9,4,9,3,1,1
994884,4,5,1,1,5,3,5,5,5,1,5,6,6,4,1,6,6,6,6,5,6,6,10,5,5,5,3,6
994885,3,4,3,3,3,4,2,3,3,2,4,4,5,1,2,5,6,6,5,3,4,4,4,1,3,3,3,NA
994887,5,5,3,4,5,1,3,3,4,4,2,5,6,3,6,1,6,6,5,5,5,5,9,1,5,3,1,3
994889,3,5,2,5,5,1,2,5,4,1,1,3,4,4,4,1,NA,NA,NA,4,1,1,10,7,5,10,2,3
994890,3,5,5,5,5,4,5,5,5,4,5,5,6,6,6,6,6,5,6,1,5,2,NA,10,0,10,2,6
994891,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994895,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995890,5,5,5,5,5,1,5,5,5,5,5,6,6,6,6,6,6,6,6,NA,NA,NA,10,4,4,5,1,6
995891,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995892,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995893,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995894,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995895,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995899,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995902,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,1,3,3,3,3,3,5,5,5,5,1,1
995903,4,4,4,5,4,1,3,5,5,3,5,5,5,5,5,5,6,5,5,4,5,5,5,5,5,5,2,5
995904,5,5,3,4,4,2,4,5,3,2,3,5,5,4,5,3,6,5,6,4,5,4,6,4,5,4,1,2
995906,3,3,3,4,5,2,5,4,5,3,3,5,3,4,5,4,6,5,4,5,6,6,5,5,2,5,3,5
995907,2,2,5,5,5,3,4,5,4,1,5,6,6,5,6,6,6,6,6,6,6,6,5,5,4,4,3,4
995908,4,4,4,4,2,1,2,3,3,1,2,5,6,3,6,6,6,6,6,1,1,2,3,9,5,5,2,4
995911,4,4,2,4,NA,2,4,5,3,4,4,5,5,2,6,4,6,5,4,4,4,3,8,0,9,0,1,2
995912,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995913,4,4,3,4,4,4,4,4,4,4,4,6,6,6,6,6,6,4,6,3,3,5,9,9,9,9,2,5
995916,5,5,4,3,5,1,5,5,5,3,5,5,6,6,6,5,6,6,6,5,6,4,0,8,0,8,2,7
995917,4,5,5,4,4,2,4,4,4,4,4,5,5,5,5,4,5,4,5,3,4,4,10,1,7,8,1,2
995922,4,4,3,3,4,5,4,3,4,3,3,5,6,5,5,4,5,5,5,4,4,3,10,1,9,1,1,3
995923,5,5,5,5,5,3,4,5,NA,5,5,3,6,6,6,6,6,6,6,6,5,5,5,5,5,5,3,4
995924,5,5,5,4,5,5,4,5,5,5,5,6,6,6,6,6,6,6,6,6,6,NA,10,7,10,10,1,7
995925,4,2,5,2,5,3,4,5,5,5,5,4,6,6,6,6,6,6,6,6,4,4,2,10,1,9,2,6
995926,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995927,5,5,5,5,4,2,1,5,5,4,5,6,6,6,6,6,5,6,6,5,6,6,6,5,5,5,1,5
995928,4,5,4,5,4,3,4,5,5,3,5,5,5,6,6,6,6,6,5,4,2,5,5,7,4,7,2,6
995929,5,5,4,4,4,1,5,5,5,3,5,6,6,6,6,NA,6,6,6,6,5,6,0,8,0,10,2,6
995930,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995931,5,4,1,4,4,1,5,5,2,2,3,5,5,5,5,5,6,6,4,4,4,3,5,7,5,6,3,4
995932,1,1,1,5,5,1,5,5,5,1,5,1,3,6,6,6,6,6,6,2,6,NA,5,7,5,8,2,6
995933,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995934,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995935,4,5,5,3,4,3,5,5,3,3,5,6,6,6,4,6,6,6,6,3,4,6,2,7,1,8,2,7
995936,3,4,4,3,4,1,1,4,4,4,2,5,4,6,6,5,6,4,4,5,1,3,7,7,6,4,3,3
995937,4,4,4,3,3,3,4,4,3,2,2,3,3,4,4,4,2,3,3,4,3,3,5,5,5,5,2,3
995938,4,4,4,3,5,3,5,5,5,3,5,6,6,6,6,6,6,6,6,4,6,6,5,5,3,7,3,7
995939,2,2,2,4,5,2,2,4,5,4,5,5,4,6,6,6,6,6,5,4,3,3,10,9,9,9,1,3
995940,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995941,NA,3,1,2,3,1,2,4,4,3,3,5,6,5,5,4,6,4,6,3,5,4,2,2,2,2,2,6
995942,4,1,4,5,4,1,5,5,5,3,5,2,2,3,6,6,6,6,6,2,3,3,1,7,0,9,2,6
995943,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995944,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995945,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995946,3,4,2,2,3,1,2,5,2,3,5,2,3,6,5,4,6,6,6,1,2,4,8,2,8,3,1,2
995947,2,5,2,2,3,2,2,5,5,2,3,4,6,1,4,4,6,5,6,6,1,3,8,7,7,7,1,3
995948,4,4,4,4,4,2,4,4,4,4,4,4,5,6,6,4,6,4,4,4,4,3,5,5,5,5,2,3
995949,5,5,4,4,3,1,5,5,5,4,4,2,1,2,2,4,1,1,1,2,3,3,7,2,8,2,1,2
995950,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995951,4,2,3,3,3,4,3,4,4,4,4,3,4,5,4,2,5,6,4,5,5,3,6,4,5,6,1,4
995952,3,5,4,5,4,1,4,5,5,4,4,3,2,4,5,4,6,5,5,3,4,4,0,10,0,10,2,6
995953,1,1,1,3,3,1,3,3,1,1,3,5,6,2,6,6,6,6,6,3,6,3,5,5,5,5,1,4
995955,4,2,1,5,5,1,2,4,5,2,1,3,3,3,6,4,6,6,6,6,5,3,8,2,5,5,1,4
995956,4,4,3,4,4,2,3,NA,3,3,3,4,4,6,6,3,6,6,6,4,4,4,5,6,4,5,2,4
995957,5,5,4,5,5,1,5,5,2,3,4,6,6,6,6,6,6,6,6,5,3,5,5,8,2,7,2,4
995958,4,4,3,3,4,1,4,4,4,3,4,4,4,5,4,5,6,5,5,4,4,3,5,4,6,6,3,3
995959,2,5,4,5,5,3,4,5,5,2,5,4,6,5,6,5,6,6,5,4,3,3,0,8,1,9,2,6
995960,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995961,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995962,4,4,2,3,3,2,4,4,4,3,4,5,4,4,5,2,6,5,4,4,4,4,6,4,6,3,1,2
995963,4,4,4,3,4,2,4,4,4,3,4,2,2,4,4,4,4,4,5,4,4,4,5,4,5,5,3,4
995964,4,4,5,5,5,4,4,4,4,4,5,6,4,5,6,6,6,6,5,6,5,5,10,5,5,5,3,5
995965,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996404,5,5,3,4,5,4,5,5,5,3,4,5,4,4,5,4,5,5,6,3,3,6,8,2,5,3,3,NA
996405,5,5,2,4,5,1,5,5,5,2,5,5,6,3,5,4,6,6,5,5,6,6,9,1,6,9,1,4
996406,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996407,4,5,5,5,4,1,5,5,4,2,3,5,6,6,6,4,6,6,5,6,5,5,4,5,5,5,NA,NA
996408,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996409,2,2,3,3,4,4,3,3,1,3,3,5,3,5,5,5,6,NA,NA,5,5,6,2,6,1,8,NA,7
996410,5,4,4,3,4,2,5,5,5,3,4,5,5,5,4,5,6,6,5,6,1,1,9,2,9,1,1,2
996411,5,5,5,5,4,4,4,4,5,3,1,5,5,6,6,4,6,6,6,6,6,5,5,5,9,9,1,1
996412,5,5,3,3,5,1,5,4,4,2,3,6,6,4,5,4,NA,NA,NA,6,4,2,6,4,5,4,1,3
996413,5,5,5,5,5,3,5,5,5,4,5,6,6,6,6,6,6,5,6,6,6,4,3,6,5,5,3,5
996415,1,3,1,5,4,1,5,5,5,4,5,3,3,4,4,4,6,6,6,3,4,3,8,8,7,8,1,4
996416,4,4,4,4,4,1,4,4,4,3,3,4,4,5,6,5,6,5,5,4,4,5,7,9,7,9,2,6
996418,4,4,4,4,4,3,4,4,4,4,3,2,1,5,4,6,6,6,5,6,5,5,0,8,0,9,2,6
996419,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996420,3,4,4,4,5,2,3,4,4,4,5,4,4,3,4,4,6,6,5,2,3,5,5,4,5,5,1,4
996421,2,3,2,2,3,4,3,3,3,2,3,3,3,NA,NA,3,1,1,2,1,1,2,5,4,3,4,2,2
996422,3,4,3,3,4,5,3,4,4,3,4,2,1,6,6,6,6,6,5,5,6,6,3,1,2,3,NA,5
996424,1,2,5,5,5,4,4,5,5,5,5,2,1,6,6,6,6,6,6,2,6,6,0,10,0,10,2,7
996425,5,5,5,NA,NA,NA,5,5,5,5,5,6,6,6,6,6,5,6,6,5,6,5,8,9,8,9,2,4
996426,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996427,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996430,3,5,4,5,5,1,5,5,5,3,3,5,5,5,5,4,6,4,4,3,4,3,8,1,8,3,1,3
996431,1,4,4,4,4,1,4,4,2,1,1,5,4,3,5,3,5,4,4,4,4,4,5,5,5,NA,3,3
996433,5,5,5,4,5,1,5,5,4,3,5,4,NA,4,5,5,6,6,3,3,5,6,0,0,0,0,3,5
996434,5,5,3,3,2,1,5,5,4,1,1,6,6,4,6,2,6,6,5,1,1,1,9,0,10,3,1,1
996435,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996436,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996437,5,5,3,5,5,1,5,5,2,4,5,6,6,4,6,6,6,6,6,NA,6,1,10,4,10,2,1,2
996438,5,5,3,3,4,1,5,5,3,2,5,5,6,5,5,3,6,4,5,2,2,1,7,5,7,5,3,2
996439,2,4,5,5,5,1,4,5,4,4,3,5,6,6,6,5,6,6,6,5,5,6,5,8,3,9,2,7
996440,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996441,2,5,2,4,3,1,2,5,4,4,4,4,6,5,6,6,6,6,6,2,3,2,5,5,5,5,3,NA
996442,5,5,2,4,5,2,5,5,3,3,3,1,1,2,4,5,6,6,6,5,4,4,5,4,7,2,3,3
996443,4,5,5,5,5,3,4,5,5,2,5,4,6,6,6,6,6,6,6,2,1,1,10,0,10,1,1,2
996444,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996445,5,5,2,NA,NA,NA,5,5,2,2,4,5,5,2,5,2,6,1,6,2,4,2,7,1,8,1,1,2
996446,4,5,5,3,4,4,3,3,5,4,4,4,6,6,6,6,6,6,6,6,6,6,10,5,9,5,1,4
996447,1,4,2,4,5,1,4,4,2,2,3,6,6,6,6,4,6,5,6,4,4,2,4,9,4,9,3,5
996448,5,5,5,5,5,2,5,5,3,NA,NA,6,6,6,6,6,6,3,6,6,6,6,10,7,5,5,1,NA
996450,5,5,5,5,5,2,5,5,5,4,5,6,6,5,6,6,6,6,6,5,5,5,2,8,3,6,2,6
996451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996452,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996453,4,5,5,5,3,1,5,5,5,1,4,6,6,5,6,4,6,6,6,6,2,3,5,5,7,3,2,1
